cardholder_name,card_number,merchant_name,merchant_category,amount,hour,distance_from_home,is_online,is_foreign,velocity_last_hour,is_fraud
Katie Suarez,4344088331838013,Merchant: Holt Inc,dining,25.04,6,15.26,0,0,2,0
Desiree Tyler,4934769123779392,Merchant: Sanford Inc,dining,33.53,5,23.8,0,1,2,0
Timothy Romero,4122016318520021,Merchant: Flores-Carter,online_shopping,15.52,14,5.68,1,0,1,0
Diane Evans,4915231336314098,"Merchant: Henry, Knight and Elliott",grocery,14.58,9,25.35,0,0,3,0
Yvonne Burns,4127023189672019,Merchant: Sanders Ltd,dining,10.93,11,0.67,1,0,1,0
Joshua Reed,4959031775690009,"Merchant: Parker, Howard and Cantu",grocery,10.96,23,3.54,1,0,0,0
Kimberly Gibson,4917653244834388,Merchant: Kennedy and Sons,grocery,7.02,6,1.88,0,0,1,0
Colin Terry,4151547469117088,Merchant: Ingram-Garcia,grocery,31.75,16,22.01,0,0,0,0
Cynthia Rowe,4027282040093804,"Merchant: Wolfe, Nichols and Stephens",grocery,38.91,12,4.14,1,0,1,0
Patrick Thornton,4491232160059322,"Merchant: Campbell, Bradley and Underwood",grocery,5.49,13,16.67,0,0,1,0
Jasmin Alvarado,4183252762520219,Merchant: Williams-Freeman,dining,89.22,6,9.29,0,0,2,0
Veronica Simpson,4116795428326704,Merchant: Hart and Sons,grocery,56.13,16,1.48,0,0,2,0
Jonathan Lawrence,4167811678629024,"Merchant: Lee, Smith and Coleman",dining,8.11,14,3.33,0,0,0,0
Shelly Alexander,4153864267302202,Merchant: Wright Inc,dining,98.33,11,6.56,1,0,0,0
Joyce Bowen,4175304053198419,Merchant: Yoder LLC,electronics,14.06,6,0.78,0,0,3,0
Matthew Moore,4507550848528463,Merchant: Miller and Sons,grocery,15.1,16,23.56,0,0,1,0
Wayne Morgan,4703784679700832,Merchant: Smith-Sheppard,grocery,11.95,14,4.67,1,0,2,0
Marie Christian,4764405835501726,Merchant: Ortiz and Sons,online_shopping,56.42,17,10.67,0,0,1,0
Shannon James,4279732829018328,Merchant: Fields LLC,grocery,15.83,5,0.1,0,0,0,0
Nathan Malone,4511213406368012,Merchant: West-Holland,electronics,64.36,12,5.97,0,0,1,0
Amanda Jones,4502406511747119,Merchant: Clarke-Smith,dining,45.27,14,2.26,0,0,2,0
Tammie Bright,4064857968863124,"Merchant: Snow, White and Stone",travel,20.68,11,3.64,0,0,1,0
Jessica Garcia,4079044813881907,"Merchant: Peters, Clark and May",grocery,29.25,12,1.18,1,0,1,0
Shelia Wallace,4145676776195245,"Merchant: Jordan, Watson and Wolfe",online_shopping,67.33,8,20.99,1,0,0,0
Stephanie Williams,4017092176451771,"Merchant: Rivera, Walker and Trevino",travel,8.87,8,14.59,0,0,1,0
Elaine Brooks,4223804534782774,Merchant: Mack-Rose,grocery,38.71,7,1.51,0,0,3,0
Joseph Knight,4532095928489870,Merchant: Higgins-Clark,dining,19.31,9,0.1,1,0,1,0
Carolyn Miller,4587272993357027,Merchant: Richardson-Sanchez,dining,55.97,9,11.17,0,0,4,0
Lisa Allen,4093986639846484,Merchant: Kennedy-Davidson,travel,38.28,13,5.25,0,0,0,0
Briana Murray,4427398356523915,"Merchant: Bennett, Harris and Sanders",online_shopping,58.1,11,13.87,1,0,2,0
David Smith,4762273533406206,"Merchant: Joseph, Thomas and Fisher",online_shopping,30.12,10,3.69,0,0,1,0
Stephanie Byrd,4663340142156348,Merchant: Brewer Ltd,grocery,30.78,6,4.02,0,0,3,0
Jeremy Reed,4263628862335702,Merchant: English-Moore,online_shopping,15.19,14,5.81,0,0,4,0
Margaret Coleman,4445514344211177,"Merchant: Williams, Griffin and Andersen",electronics,16.78,14,2.28,1,0,2,0
Ryan Gonzalez,4494495742188425,Merchant: Mcintosh Group,grocery,22.57,18,4.3,0,0,0,0
John Young,4638151291164799,"Merchant: Norton, Mitchell and Reyes",grocery,29.63,10,10.08,0,0,1,0
Laura Haney,4464299872473532,Merchant: Baker-Garcia,grocery,21.98,13,20.7,0,0,1,0
William Barrett,4591530075145188,"Merchant: Robinson, English and Martinez",online_shopping,10.25,15,12.3,0,0,2,0
Keith Jennings,4479230578245315,Merchant: Hahn Inc,dining,88.19,6,9.13,0,0,0,0
Amber Obrien,4812464378624306,Merchant: Green-Li,grocery,83.01,13,12.26,1,0,2,0
Tanner Mitchell DDS,4460669610696376,Merchant: Stewart-Ortega,travel,68.98,12,4.52,0,0,1,0
Heather Fields,4912187906506146,Merchant: Nelson Ltd,online_shopping,23.91,16,56.63,1,0,1,0
Megan Le,4159011250231600,Merchant: Miller-Ruiz,grocery,41.73,6,12.66,0,0,0,0
Sara Fuller,4402728986832121,Merchant: Gomez Group,gas_station,42.27,13,22.69,0,0,1,0
Maria Parker,4861498425079668,Merchant: Davis and Sons,grocery,35.88,21,5.92,1,0,0,0
Kevin Oconnor,4842001414424608,Merchant: Potter LLC,electronics,49.15,20,5.04,0,0,1,0
Edward Burgess,4372386159528590,Merchant: Robles Inc,grocery,29.29,14,5.28,0,0,1,0
Carlos Ryan,4757637982930550,Merchant: Lopez Inc,dining,40.25,7,25.46,0,0,1,0
Kiara Mcintyre,4797983676074103,Merchant: Romero-Barrett,gas_station,28.5,16,13.86,0,0,1,0
Dawn Summers,4939481504390352,Merchant: Smith-Mitchell,travel,51.55,9,2.99,1,0,2,0
Dr. Paul Morgan,4028586966096354,Merchant: Carroll-Thomas,grocery,15.88,6,3.62,0,0,3,0
Victor Taylor,4760751210184263,Merchant: Bell-Tucker,gas_station,10.89,10,9.35,0,0,0,0
Shannon Ramsey,4264418024594084,Merchant: Oliver-Dodson,grocery,96.04,17,1.97,1,0,1,0
Tracy Ballard,4935653524377957,Merchant: Mcguire-Baker,grocery,75.92,6,1.53,0,0,2,0
Richard Smith,4765573748525121,Merchant: Henry LLC,dining,76.85,0,14.13,1,0,2,0
Jordan Chambers,4584679017522795,Merchant: Farmer PLC,online_shopping,39.9,13,16.41,1,0,0,0
Lauren Carson,4949652396749990,Merchant: Walker LLC,dining,17.07,10,7.99,0,0,1,0
Ashley Hall,4203854070084154,"Merchant: Nichols, Joseph and Graves",dining,39.57,1,3.1,1,0,0,0
Stephen Hoffman,4242695753851390,Merchant: Garcia-Hanson,dining,7.14,15,37.44,0,0,2,0
Connie Brown,4635294614262040,"Merchant: Mitchell, Avila and Williamson",online_shopping,27.82,9,16.06,0,0,0,0
Susan Turner,4852063346118978,Merchant: Pearson Ltd,grocery,17.45,19,40.95,1,0,0,0
Charles Shah,4372826593380413,"Merchant: Anderson, Hensley and Rice",dining,21.39,10,12.08,1,0,1,0
Johnathan Davis,4716033308544186,"Merchant: Sparks, Camacho and Howard",travel,11.89,22,7.56,1,0,0,0
Brandy Chavez,4366020931378804,"Merchant: Alvarez, Franklin and Ford",dining,173.09,20,6.64,0,0,2,0
Natalie Bautista,4109367677773652,Merchant: Brown LLC,grocery,77.24,9,1.64,0,0,0,0
Patrick Moore,4645545903481957,Merchant: Smith LLC,grocery,10.52,17,4.01,0,0,0,0
Brett Burns,4351102693955339,Merchant: Barrett-Estrada,grocery,25.28,14,10.39,0,0,2,0
Trevor Johnson,4892333135148557,"Merchant: Jensen, Rhodes and Dominguez",dining,18.62,19,0.1,1,0,0,0
Jeremy Sampson,4702640626067413,Merchant: Cole-Fernandez,dining,18.04,10,43.14,1,0,0,0
Ariana Jennings,4144876216483422,Merchant: Young-Hubbard,dining,43.06,9,2.63,0,0,1,0
Vanessa Howard,4973029406957252,Merchant: Reed-Massey,grocery,44.96,7,2.94,0,0,1,0
Colton Martinez,4023589377125825,Merchant: Anderson Ltd,grocery,46.21,14,6.33,0,0,1,0
Jordan Bates,4889199495165993,"Merchant: Rivera, Martinez and Leonard",online_shopping,17.7,12,26.3,1,1,1,0
Linda Smith,4945644645239000,Merchant: Kent and Sons,electronics,21.24,15,2.21,1,1,2,0
Dana Martinez,4152428678554701,Merchant: Reyes LLC,dining,73.84,8,13.52,0,0,1,0
Andrea Hubbard,4897795014670932,Merchant: Fletcher Ltd,grocery,25.66,7,21.84,1,0,0,0
Daniel Kane,4725028004177074,Merchant: Torres PLC,grocery,7.52,6,0.88,1,0,2,0
Charles Lester,4460316134079925,"Merchant: Hill, Warren and Lee",gas_station,41.47,7,0.15,0,0,2,0
Scott Thomas,4645752754283280,Merchant: Meyers-Clark,online_shopping,35.89,8,43.85,0,0,0,0
David Thompson,4785150668815570,"Merchant: Harding, Ramos and Brown",electronics,36.14,8,2.22,0,1,0,0
Allison Smith,4556616689409368,"Merchant: Burns, Saunders and Miranda",grocery,14.55,17,24.97,0,0,1,0
Cynthia Morris,4646059551611336,Merchant: Ray-Grant,dining,20.84,20,5.71,0,0,0,0
Anthony Harmon,4632245182569615,Merchant: Johnson-Gonzalez,grocery,28.94,11,3.53,0,0,1,0
Nichole Alvarez,4126974869784873,Merchant: Wallace Inc,dining,50.3,10,21.34,0,0,1,0
Kayla Rodriguez,4319630527043691,Merchant: Mason LLC,gas_station,10.27,10,2.49,1,0,0,0
Theresa Williams,4259164230127460,Merchant: Fowler-Rios,dining,32.65,16,13.66,1,0,1,0
Sharon Boyd,4176319198637088,"Merchant: Roberts, Cox and Odonnell",electronics,30.37,14,12.09,0,0,1,0
Victor Brown,4536062230635679,Merchant: Russell and Sons,dining,40.06,7,1.04,0,0,1,0
James Parks,4577569429841041,Merchant: Gutierrez LLC,dining,68.02,10,10.91,0,0,3,0
Theodore Jones Jr.,4032730324827464,Merchant: Briggs PLC,grocery,25.79,13,1.89,0,0,0,0
Ana Hill,4523561188203807,"Merchant: Freeman, Kerr and Bauer",gas_station,38.89,5,15.85,0,0,0,0
Kimberly Nguyen,4958621853111281,Merchant: Nguyen LLC,grocery,82.74,3,9.41,1,0,3,0
Kerry Chavez DDS,4779036666369470,Merchant: Castaneda PLC,online_shopping,58.28,8,6.25,1,0,1,0
Michael Farrell,4813265984503373,"Merchant: Horton, Alvarez and Peters",grocery,34.79,9,24.78,0,0,2,0
Patricia Le,4294037535313240,Merchant: Grant LLC,gas_station,27.34,12,4.37,0,0,2,0
Jesse Perez,4275671950305688,"Merchant: Lang, Suarez and Galvan",grocery,74.06,15,33.34,0,0,0,0
Jesse Perry,4807126524948916,Merchant: Price-Nelson,grocery,23.39,16,3.04,0,0,0,0
Jeffery Ortega,4298388201514975,Merchant: Nichols Inc,grocery,13.9,14,5.06,0,0,0,0
Christian Leblanc,4764913616576528,Merchant: Odonnell-Lewis,grocery,30.91,10,17.47,0,0,1,0
Ronald Davis,4261954902948490,"Merchant: Hall, Chavez and Davis",electronics,12.47,19,1.95,0,0,0,0
Parker Cain,4345776613886556,"Merchant: Andrade, Brown and Woods",electronics,120.79,11,3.17,1,0,0,0
Laurie Hoffman,4091595678323958,Merchant: Flores-Morris,grocery,25.99,19,26.81,0,0,2,0
Bryan Gomez,4601941270661853,"Merchant: Lopez, Cross and Vaughan",grocery,11.33,10,17.98,1,0,2,0
Nicole Parrish,4608780720203384,"Merchant: Bennett, Brown and Ramirez",dining,79.21,20,32.93,0,0,2,0
Tracy Burke,4120996676372036,Merchant: Perez-Knapp,grocery,18.24,8,11.1,0,0,1,0
Kenneth Lewis,4344836567071901,"Merchant: Johnson, Roberts and Davis",dining,77.93,19,13.99,0,0,2,0
Courtney Rodriguez,4657439677054676,Merchant: Jones-Mercer,dining,148.73,7,8.71,0,0,2,0
Holly Farmer,4931649095468872,Merchant: Webb Inc,dining,23.6,11,3.04,1,0,0,0
Renee Bruce,4058868102531293,"Merchant: Mccormick, Lopez and Smith",travel,178.45,12,10.83,0,0,1,0
Sabrina Austin,4662547800958044,Merchant: Bishop-Brown,grocery,34.08,17,20.77,0,0,4,0
Allison Hickman,4146159700019004,Merchant: Krause-Douglas,grocery,47.84,10,1.72,0,0,2,0
Debra White,4388546734743699,Merchant: Hernandez PLC,grocery,40.75,10,0.35,0,0,1,0
Ellen Morgan,4908941319859674,Merchant: Martinez-Schaefer,grocery,27.62,11,1.21,0,1,1,0
Sergio Knight,4832130542842514,"Merchant: Bishop, Williams and Martin",gas_station,68.78,15,1.23,0,0,1,0
Charles Schultz,4190359409429414,Merchant: Elliott and Sons,dining,20.6,14,9.89,0,0,2,0
Paul Lewis,4597999032388765,Merchant: Hanson Ltd,grocery,46.5,16,4.27,0,0,0,0
Glen Wood,4660628951340398,"Merchant: Ray, Walton and Hill",grocery,17.16,4,22.96,0,0,0,0
Paula Bradley,4838744308183634,Merchant: Herring-Peterson,online_shopping,23.27,8,5.57,0,0,0,0
Anthony Moore,4939702663820719,"Merchant: Castillo, Delgado and Alvarado",electronics,62.63,10,14.91,0,0,2,0
Megan Nelson,4481851331178604,Merchant: Irwin-Davis,electronics,29.23,10,4.9,0,0,0,0
Karla Ramos,4776771928892033,Merchant: Jones-Navarro,online_shopping,26.85,16,23.42,1,0,0,0
Paul Wilson,4287574058923038,Merchant: Monroe-Williams,dining,31.54,8,6.98,1,0,1,0
Douglas Gregory,4067787192497265,Merchant: Haas-Hall,dining,42.51,15,28.44,0,0,3,0
Mr. Andrew Foster,4571364967451452,Merchant: Alvarado Inc,online_shopping,129.05,21,6.65,1,0,1,0
Aimee Turner,4752574488252699,Merchant: Roman-Johns,electronics,38.93,8,41.24,0,0,0,0
Chad Scott,4185111567338516,Merchant: Robbins-Hawkins,grocery,39.26,12,4.72,0,0,0,0
Adam Burgess,4764670506809837,Merchant: Hubbard PLC,gas_station,13.32,10,22.12,1,0,1,0
James Padilla,4193465027586035,"Merchant: Johnson, Spencer and Hale",online_shopping,39.09,14,12.97,0,0,2,0
Sandra Drake,4563338923495241,"Merchant: Estes, Ward and Lee",dining,63.82,11,23.22,0,0,0,0
Scott Williams,4705155782638805,"Merchant: Kelley, Gomez and Weaver",grocery,66.85,23,3.85,1,0,3,0
Thomas Atkins,4242716186286978,"Merchant: Wilson, Mccullough and Hernandez",online_shopping,34.29,16,29.78,1,0,1,0
Laura Mckinney,4762370385478729,Merchant: Anderson and Sons,grocery,31.97,20,20.18,0,0,2,0
Brian Smith,4819319229412322,"Merchant: Smith, Vance and Coleman",dining,30.44,22,12.36,0,0,2,0
Robert Montgomery,4625394185455411,"Merchant: Hill, Campbell and Moore",grocery,34.1,9,8.38,0,0,1,0
Tamara Davis,4588314003563035,Merchant: Todd-Sparks,grocery,31.94,5,11.25,0,0,2,0
Dana Chapman,4826735490479867,Merchant: Martinez LLC,dining,41.58,7,10.85,1,0,2,0
Jennifer Collins,4716896213250861,Merchant: Moore Inc,grocery,71.61,16,7.13,0,0,1,0
Gary Jackson,4868564347608828,Merchant: Scott Ltd,electronics,65.68,10,8.04,0,0,2,0
Ashley Hicks,4092587289467364,Merchant: Davis-Ray,electronics,17.92,2,18.14,1,0,3,0
Hannah Luna,4163308460172622,"Merchant: Page, Pineda and Wilkinson",online_shopping,8.96,8,9.86,1,0,0,0
Robin Young,4336490847491164,"Merchant: Robertson, Moore and Booker",dining,20.55,6,0.1,0,0,2,0
Craig Morrison,4430310166366224,Merchant: Lopez PLC,online_shopping,29.24,9,1.17,0,0,0,0
Mary Thompson,4554140857962290,"Merchant: Castro, Wright and Carter",grocery,24.13,5,20.5,0,0,2,0
Kathleen Webster,4110848610660020,Merchant: Jones-Austin,dining,47.86,17,2.57,1,0,2,0
Joann Glass,4046901749538911,Merchant: Henry-Hayes,dining,47.54,8,27.65,0,0,0,0
Madison Weber,4244106678845739,Merchant: Martin-Lane,grocery,39.15,13,20.22,0,0,0,0
Lori Hernandez,4165024238935442,"Merchant: Johnson, Gordon and Lynch",grocery,27.03,6,0.1,0,0,0,0
Jeremy Turner,4711072985023051,Merchant: Lee Group,gas_station,7.03,9,4.06,1,0,0,0
Anthony Romero,4667148533317148,"Merchant: Franco, Johnson and Nguyen",gas_station,4.38,10,21.82,0,0,2,0
Jesse Brown,4955412982492203,Merchant: Medina-Burton,dining,18.65,20,0.11,1,0,2,0
Angela Lin,4881520895217688,"Merchant: Lee, Mendoza and Smith",grocery,8.84,11,16.04,0,0,1,0
Lisa Hunter,4126962505073249,"Merchant: Anderson, Hicks and Baldwin",grocery,30.65,12,1.34,0,0,0,0
Julian Conner,4394303250274960,Merchant: Allen-Holland,online_shopping,25.18,9,29.38,1,0,1,0
Joanna Pacheco,4383844037654399,"Merchant: Lopez, Hill and Peterson",electronics,16.6,13,26.13,1,0,0,0
Erica Alvarez,4285803308641484,Merchant: Floyd LLC,online_shopping,30.0,20,208.84,1,1,4,1
Antonio Garcia,4329085050487153,Merchant: Johnson-Wu,grocery,41.68,21,6.24,0,0,1,0
Gwendolyn Klein,4518237721090749,Merchant: Rodriguez Group,online_shopping,14.63,19,7.78,0,0,0,0
Carrie Wright,4479391171740035,Merchant: Barnes and Sons,grocery,42.62,18,7.75,0,0,3,0
Jeffrey Mills,4568848657374490,Merchant: Golden PLC,gas_station,125.46,10,2.89,0,0,1,0
Jake Campbell,4660723660474123,"Merchant: Avery, Forbes and Martinez",dining,140.71,6,6.51,0,0,3,0
George Harper,4818036893825289,Merchant: Abbott Group,grocery,62.93,7,7.39,0,0,1,0
Maria Jones,4043935160269575,Merchant: Harrison-Oneill,grocery,61.37,9,2.71,0,0,2,0
Michael Mitchell,4526684803163672,Merchant: Johnson-Nelson,grocery,39.53,10,13.55,0,0,1,0
Mary Escobar,4752481353764297,Merchant: Sullivan-Mills,online_shopping,19.31,7,33.91,1,0,1,0
Felicia Aguilar,4930395395260889,"Merchant: Cook, Ellis and Taylor",online_shopping,31.33,10,35.38,1,0,2,0
Gregory Ponce,4329873401149972,Merchant: Chung and Sons,online_shopping,15.93,13,10.93,0,0,3,0
Jenna Larson,4754737704990966,Merchant: Armstrong PLC,electronics,16.57,13,11.36,0,0,2,0
Emily Bennett,4819456597739611,"Merchant: Gordon, Jackson and Young",electronics,57.3,16,4.04,0,0,0,0
Robin Santiago,4340573689108048,"Merchant: Boyd, Chavez and Carpenter",online_shopping,21.67,4,10.34,0,0,2,0
Nancy Jennings,4756943072188773,"Merchant: Smith, Butler and Haney",grocery,12.72,14,19.58,0,0,0,0
Maria Henderson,4699165872363410,Merchant: Ryan PLC,travel,73.38,18,8.36,1,0,0,0
Jack White,4048578671265727,Merchant: Cuevas-Perez,grocery,20.54,9,25.46,1,0,2,0
Travis Tucker,4829127898852498,Merchant: Nguyen-Sampson,travel,30.23,6,3.27,0,0,0,0
Chad Jones,4960841585537308,Merchant: Smith-Reyes,dining,58.76,7,15.86,1,0,1,0
Ashley Wise,4376318559670710,Merchant: King-Jordan,grocery,21.55,21,4.47,0,0,0,0
Sophia Johnson,4944814400040759,"Merchant: Brewer, Moreno and Flowers",grocery,10.16,20,4.47,1,1,1,0
Ralph Anderson,4023106407972967,Merchant: Rice Inc,gas_station,44.86,11,15.97,0,0,1,0
Christopher Guerra,4288542734497999,Merchant: Parker Inc,dining,41.44,13,1.53,1,0,0,0
Rhonda Martin,4519736654758783,Merchant: Davis-Brown,dining,30.77,8,4.11,0,0,0,0
Jason Rhodes,4710539259067718,Merchant: Liu-Harrison,electronics,96.54,14,14.54,0,0,0,0
Jeremy Mitchell,4360174304025603,"Merchant: Price, Phillips and Davis",travel,49.92,6,8.35,1,0,2,0
Joann Ferguson,4413166775270715,Merchant: Thompson-Jacobs,dining,79.39,13,9.79,0,0,1,0
Robert Harrison,4797176350642721,"Merchant: Parker, Thomas and Wood",online_shopping,12.53,14,4.41,0,0,4,0
Holly Valentine,4438817676227029,Merchant: Martinez-Russo,dining,21.49,7,25.15,0,0,0,0
Mrs. Diane Reyes,4431639158464723,Merchant: Bailey Inc,grocery,23.1,23,36.39,1,0,2,0
Tracy Montoya,4604678203690610,Merchant: Zuniga Group,electronics,23.55,16,20.12,1,0,0,0
Brenda Wright,4502613409731226,Merchant: Allen-Stewart,grocery,46.46,16,2.98,0,0,1,0
Shelly Spencer,4667665405324217,"Merchant: Thomas, Mullins and Walker",grocery,32.99,20,10.42,0,0,3,0
Ryan Rosales,4943532861780587,"Merchant: Jones, Smith and Sanders",online_shopping,9.1,17,32.98,0,0,1,0
Phillip Nelson,4380573213678863,Merchant: Saunders-Wood,online_shopping,26.09,15,0.81,1,0,0,0
Brittany Kim,4555261510705576,Merchant: Ortiz-Wilkinson,travel,8.09,9,6.58,1,0,2,0
Courtney Hayes,4529508687441234,Merchant: Robertson Ltd,gas_station,39.42,15,9.99,0,0,3,0
Alexander Brown,4998962586926351,"Merchant: White, Cline and Thomas",grocery,26.15,19,1.78,0,0,0,0
Cynthia Vang,4006255151797517,Merchant: White and Sons,dining,44.49,11,10.84,1,0,2,0
Alfred Galvan,4784953127344582,Merchant: Clark Group,dining,85.19,16,10.6,0,0,1,0
Marie Moody,4197621346164617,Merchant: Cameron-Wilson,grocery,22.32,18,3.16,0,0,1,0
Dustin Gallegos,4265322247081011,Merchant: Ross-Watts,dining,10.14,17,1.19,1,0,0,0
Brenda Thornton,4812971988408946,Merchant: Cervantes and Sons,grocery,31.36,10,11.95,0,0,0,0
Aaron Miller,4748126817930086,"Merchant: Richards, Moore and Smith",grocery,45.94,12,24.76,1,0,5,0
Ruben Dunn,4588990580814030,Merchant: Parker Ltd,online_shopping,31.85,8,4.2,0,0,1,0
Kelsey Rodriguez,4405081056358693,Merchant: Perry-Berry,grocery,7.7,17,29.55,0,0,1,0
Eric Williams,4213116694602128,Merchant: Diaz Group,online_shopping,18.56,8,8.42,0,0,1,0
Riley Bryant,4676428125983625,"Merchant: Davis, Gardner and Walsh",online_shopping,11.23,7,13.88,1,0,0,0
Taylor Carlson,4749884959126090,Merchant: Campbell-Green,gas_station,19.26,17,31.62,0,0,5,0
Jose Allen,4033146565716655,Merchant: Rodgers PLC,grocery,21.02,10,6.86,0,0,1,0
Jeffrey Mendez,4813049950438966,Merchant: Bowen PLC,grocery,15.01,17,5.15,1,0,1,0
Jason Beck,4164508629532231,"Merchant: Cohen, Dyer and Anderson",gas_station,35.96,9,1.9,0,0,0,0
William Jones,4724876412613952,Merchant: Campos Ltd,grocery,11.89,9,16.27,0,0,0,0
Katie Mcneil,4745861805839344,Merchant: Smith-Ross,grocery,14.26,3,10.97,0,0,0,0
Jeanette Harrison,4835442788598818,Merchant: Vega-Taylor,gas_station,34.55,9,8.98,0,0,1,0
Veronica King,4069656932596272,"Merchant: Allen, Harrison and Andrews",grocery,45.24,12,10.93,0,1,2,0
Richard Cooper,4223683127534184,Merchant: Wallace-Johnson,grocery,10.87,11,3.08,0,0,1,0
Lori Ingram,4995578022801777,"Merchant: Johnson, Moran and Barnett",online_shopping,41.08,13,54.79,1,0,1,0
Evelyn Williams,4062945026944739,Merchant: Gonzalez-Nichols,grocery,35.87,12,39.34,0,0,0,0
Robin Thompson,4341439103231866,Merchant: Gregory and Sons,grocery,27.28,13,0.37,0,1,2,0
Julie Dominguez,4790667477201109,Merchant: Smith Ltd,online_shopping,61.57,12,13.23,0,0,2,0
Robin Brown,4083843782601871,Merchant: Vaughn-Brooks,grocery,40.03,12,25.33,0,0,1,0
Judith Carter,4795334225393929,Merchant: Franklin Ltd,dining,34.58,17,7.41,1,0,1,0
Curtis Williams,4425777277457505,Merchant: Ingram PLC,travel,27.11,17,17.92,0,0,0,0
Kaylee Hays,4188521148460364,Merchant: Walters-Liu,travel,32.39,16,5.16,0,0,0,0
Dawn Mullins,4839687884204754,Merchant: Mills and Sons,online_shopping,73.14,8,3.01,0,0,1,0
Howard Norman,4589477069392851,Merchant: Malone-Burke,grocery,87.02,8,23.71,1,0,0,0
Evelyn Martinez,4202546167946771,Merchant: Richmond Ltd,grocery,21.84,3,11.77,0,0,1,0
Steve Paul,4898636139594590,"Merchant: Koch, Ross and Howard",online_shopping,52.38,12,10.5,1,0,1,0
Jasmine Beltran,4118572350194733,Merchant: Hale PLC,gas_station,16.73,18,9.78,1,0,2,0
Jonathan Glass MD,4796263896549973,Merchant: Santos LLC,online_shopping,60.43,18,2.73,0,0,1,0
Monica Miller,4917822008100142,"Merchant: Velez, Mendoza and Anthony",grocery,96.6,16,4.28,0,0,0,0
Samantha Gardner,4866906251575950,"Merchant: Silva, Thornton and Carpenter",gas_station,91.4,10,3.37,1,0,1,0
Bobby Guerrero,4490967108004580,Merchant: Newman Ltd,grocery,25.9,7,6.47,1,0,0,0
Lance Simmons,4242274966529480,Merchant: Owens-Young,dining,46.75,6,2.19,0,0,1,0
Heather Williams,4051719725123439,Merchant: Cummings-Petersen,grocery,4.68,14,0.1,1,1,1,0
Heather Bolton,4536757777342650,"Merchant: King, Mora and Delgado",grocery,39.45,12,7.06,0,1,1,0
William Gould,4503104979140773,"Merchant: Rivera, Ward and Hughes",online_shopping,6.35,15,8.42,0,1,1,0
